amt_paid	transaction_id
300	RANN201582042912
300	RANN201582129589
300	RANN201582048517
300	RANN201582130465
300	RANN201582122048
300	RANN201582205931
300	RANN201582120718
300	RANN201582119964
300	RANN201582121062
300	RANN201582121824
300	RANN201582121435
300	RANN201582127080
300	RANN201582133049
300	RANN201582209083
300	RANN201582208437
