amt_paid	transaction_id
200	RANN201581144262
400	RANN201581361572
200	RANN201582257578
200	RANN201581246878
200	RANN201582131401
200	RANN201582019510
200	RANN201582001740
200	RANN201582195512
200	RANN201582110663
200	RANN201582016971
200	RANN201582215324
200	RANN201582041267
200	RANN201582132185
200	RANN201582183129
200	RANN201582131698
200	RANN201582134589
200	RANN201582187304
200	RANN201582196754
200	RANN201582204859
200	RANN201582249364
